"","Cebu Doctors University Hospital,Cebu City,Cebu","Chong Hua Hospital,Cebu City,Cebu","Perpetual Succour Hospital,Cebu City,Cebu","Asian Hospital and Medical Center,Muntinlupa,Metro Manila","Cardinal Santos Medical Center,San Juan,Metro Manila","Centuria Medical Makati - Asian Breast Center,Makati,Metro Manila","Chinese General Hospital and Medical Center,Manila,Metro Manila","Jose R. Reyes Memorial Medical Center,Manila,Metro Manila","Lung Center of the Philippines,Quezon City,Metro Manila","Makati Medical Center,Makati,Metro Manila","Manila Doctors Hospital,Manila,Metro Manila","Manila Med,Manila,Metro Manila","Metropolitan Medical Center,Manila,Metro Manila","Philippine General Hospital,Manila,Metro Manila","Philippine Oncology Center Corporation - Marian,Quezon City,Metro Manila","Quirino Memorial Medical Center,Quezon City,Metro Manila","Rizal Medical Center,Pasig,Metro Manila","San Juan De Dios Hospital,Pasay,Metro Manila","St. Luke's Medical Center - Global City,Taguig,Metro Manila","St. Luke's Medical Center - Quezon City,Quezon City,Metro Manila","The Medical City,Pasig,Metro Manila","University of Perpetual Help Delta,Las Pinas,Metro Manila","University of Santo Tomas,Manila,Metro Manila","Urology Center of the Philippines Inc.,Quezon City,Metro Manila"
"Paranas,Samar",34484.0,34487.0,34767.0,65161.0,67097.0,66677.0,67228.0,67281.0,67586.0,66276.0,67143.0,66636.0,67426.0,66753.0,68672.0,67530.0,66647.0,66482.0,66575.0,67437.0,66984.0,66828.0,67113.0,67616.0
"Pastrana,Leyte",24833.0,24836.0,25112.0,72767.0,74703.0,74283.0,74834.0,74887.0,75192.0,73882.0,74749.0,74242.0,75032.0,74359.0,76278.0,75136.0,74253.0,74088.0,74181.0,75043.0,74590.0,74434.0,74719.0,75222.0
"Pinabacdao,Samar",30013.0,30016.0,30292.0,68442.0,70378.0,69960.0,70509.0,70562.0,70869.0,69559.0,70424.0,69919.0,70709.0,70036.0,71955.0,70811.0,69930.0,69765.0,69858.0,70720.0,70265.0,70111.0,70394.0,70899.0
"Pintuyan,Southern Leyte",30718.0,30721.0,30997.0,83293.0,85229.0,84809.0,85360.0,85413.0,85718.0,84408.0,85275.0,84768.0,85558.0,84885.0,86804.0,85662.0,84779.0,84614.0,84707.0,85569.0,85116.0,84960.0,85245.0,85748.0
"Quinapondan,Eastern Samar",34183.0,34186.0,34462.0,77019.0,78955.0,78535.0,79086.0,79139.0,79444.0,78134.0,79001.0,78494.0,79284.0,78611.0,80530.0,79388.0,78505.0,78340.0,78433.0,79295.0,78842.0,78686.0,78971.0,79474.0
"Rosario,Northern Samar",48396.0,48399.0,48678.0,51466.0,53402.0,52982.0,53533.0,53586.0,53891.0,52581.0,53448.0,52941.0,53731.0,53058.0,54977.0,53835.0,52952.0,52787.0,52880.0,53742.0,53289.0,53133.0,53418.0,53921.0
"Saint Bernard,Southern Leyte",30045.0,30048.0,30324.0,81909.0,83845.0,83425.0,83976.0,84029.0,84334.0,83026.0,83893.0,83384.0,84174.0,83501.0,85420.0,84278.0,83395.0,83232.0,83325.0,84185.0,83732.0,83576.0,83861.0,84364.0
"Salcedo,Eastern Samar",34756.0,34759.0,35035.0,77592.0,79528.0,79108.0,79659.0,79712.0,80017.0,78707.0,79574.0,79067.0,79857.0,79184.0,81103.0,79961.0,79078.0,78913.0,79006.0,79868.0,79415.0,79259.0,79544.0,80047.0
"San Francisco,Southern Leyte",30006.0,30009.0,30285.0,82582.0,84518.0,84098.0,84649.0,84702.0,85007.0,83697.0,84564.0,84057.0,84847.0,84174.0,86093.0,84951.0,84068.0,83903.0,83996.0,84858.0,84405.0,84249.0,84534.0,85037.0
"San Isidro,Leyte",24083.0,24086.0,24362.0,79218.0,81154.0,80734.0,81285.0,81338.0,81643.0,80333.0,81200.0,80693.0,81483.0,80810.0,82729.0,81587.0,80704.0,80539.0,80632.0,81494.0,81041.0,80885.0,81170.0,81673.0
"San Isidro,Northern Samar",46080.0,46083.0,46359.0,52295.0,54231.0,53811.0,54362.0,54415.0,54720.0,53410.0,54277.0,53770.0,54560.0,53887.0,55806.0,54664.0,53781.0,53616.0,53709.0,54571.0,54118.0,53962.0,54247.0,54750.0
"San Jorge,Samar",38965.0,38968.0,39244.0,59254.0,61190.0,60770.0,61321.0,61374.0,61679.0,60369.0,61236.0,60729.0,61519.0,60846.0,62765.0,61623.0,60740.0,60575.0,60668.0,61530.0,61077.0,60921.0,61206.0,61709.0
"San Jose de Buan,Samar",36839.0,36842.0,37118.0,67516.0,69452.0,69032.0,69583.0,69636.0,69941.0,68631.0,69498.0,68991.0,69781.0,69108.0,71027.0,69885.0,69002.0,68837.0,68930.0,69792.0,69339.0,69183.0,69468.0,69971.0
"San Jose,Northern Samar",51300.0,51060.0,50580.0,50280.0,51720.0,51360.0,51780.0,51840.0,52020.0,51060.0,51420.0,51300.0,51960.0,51480.0,52920.0,52080.0,51420.0,51180.0,51360.0,51360.0,51360.0,51660.0,52080.0,52440.0
"San Juan,Southern Leyte",30780.0,30783.0,31059.0,82595.0,84531.0,84111.0,84662.0,84715.0,85020.0,83710.0,84577.0,84070.0,84860.0,84187.0,86106.0,84964.0,84081.0,83916.0,84009.0,84871.0,84418.0,84262.0,84547.0,85050.0
"San Julian,Eastern Samar",38830.0,38830.0,39109.0,69504.0,71440.0,71020.0,71571.0,71624.0,71929.0,70619.0,71486.0,70979.0,71769.0,71096.0,73015.0,71873.0,70990.0,70825.0,70918.0,71780.0,71327.0,71171.0,71456.0,71959.0
"San Miguel,Leyte",24568.0,24571.0,24847.0,73861.0,75799.0,75377.0,75928.0,75983.0,76286.0,74976.0,75843.0,75336.0,76126.0,75455.0,77372.0,76230.0,75347.0,75182.0,75275.0,76137.0,75684.0,75528.0,75813.0,76316.0
"San Policarpio,Eastern Samar",41576.0,41579.0,41855.0,66594.0,68530.0,68110.0,68661.0,68714.0,69019.0,67709.0,68576.0,68069.0,68859.0,68186.0,70105.0,68963.0,68080.0,67915.0,68008.0,68870.0,68417.0,68261.0,68546.0,69049.0
"San Ricardo,Southern Leyte",32735.0,32738.0,33014.0,85310.0,87246.0,86826.0,87377.0,87430.0,87735.0,86425.0,87292.0,86785.0,87575.0,86902.0,88821.0,87679.0,86796.0,86631.0,86724.0,87586.0,87133.0,86977.0,87262.0,87765.0
"San Roque,Northen Samar",49954.0,49957.0,50233.0,56179.0,58115.0,57695.0,58246.0,58299.0,58604.0,57294.0,58161.0,57654.0,58444.0,57771.0,59690.0,58548.0,57665.0,57500.0,57593.0,58455.0,58002.0,57846.0,58131.0,58634.0
"San Sebastian,Samar",31680.0,31683.0,31959.0,65353.0,67289.0,66869.0,67420.0,67473.0,67778.0,66468.0,67335.0,66828.0,67618.0,66945.0,68864.0,67722.0,66839.0,66674.0,66767.0,67629.0,67176.0,67020.0,67305.0,67808.0
"Santa Fe,Leyte",24754.0,24757.0,25033.0,72308.0,74244.0,73824.0,74375.0,74428.0,74733.0,73423.0,74290.0,73783.0,74573.0,73900.0,75819.0,74677.0,73794.0,73629.0,73722.0,74584.0,74131.0,73975.0,74260.0,74763.0
"Santa Margarita,Samar",39812.0,39815.0,40091.0,56570.0,58506.0,58086.0,58637.0,58690.0,58995.0,57685.0,58552.0,58045.0,58835.0,58162.0,60081.0,58939.0,58056.0,57891.0,57984.0,58846.0,58393.0,58237.0,58522.0,59025.0
"Santa Rita,Samar",28144.0,28147.0,28423.0,68235.0,70171.0,69751.0,70302.0,70353.0,70658.0,69350.0,70217.0,69708.0,70498.0,69825.0,71746.0,70604.0,69719.0,69554.0,69649.0,70511.0,70056.0,69902.0,70185.0,70690.0
"Silago,Southern Leyte",28080.0,28083.0,28359.0,78267.0,80201.0,79781.0,80332.0,80385.0,80692.0,79382.0,80247.0,79740.0,80530.0,79857.0,81776.0,80634.0,79751.0,79586.0,79681.0,80543.0,80090.0,79934.0,80217.0,80720.0
"Sogod,Southern Leyte",27021.0,27024.0,27300.0,79596.0,81530.0,81112.0,81663.0,81714.0,82021.0,80711.0,81576.0,81069.0,81861.0,81186.0,83107.0,81965.0,81080.0,80917.0,81008.0,81872.0,81417.0,81263.0,81546.0,82049.0
"Sulat,Eastern Samar",38680.0,38686.0,38959.0,69357.0,71291.0,70871.0,71422.0,71475.0,71780.0,70470.0,71337.0,70830.0,71622.0,70947.0,72866.0,71724.0,70841.0,70678.0,70769.0,71631.0,71178.0,71022.0,71307.0,71810.0
"Tabango,Leyte",22848.0,22851.0,23127.0,78011.0,79947.0,79527.0,80078.0,80131.0,80436.0,79126.0,79993.0,79486.0,80276.0,79603.0,81522.0,80380.0,79497.0,79332.0,79425.0,80287.0,79834.0,79678.0,79963.0,80466.0
"Tabontabon,Leyte",26072.0,26075.0,26351.0,73826.0,75762.0,75342.0,75893.0,75946.0,76251.0,74941.0,75808.0,75301.0,76091.0,75418.0,77337.0,76195.0,75312.0,75147.0,75240.0,76102.0,75649.0,75493.0,75778.0,76281.0
"Tacloban City,Leyte",25521.0,25524.0,25800.0,71060.0,72996.0,72576.0,73127.0,73180.0,73485.0,72175.0,73042.0,72535.0,73325.0,72652.0,74571.0,73429.0,72546.0,72381.0,72474.0,73336.0,72883.0,72727.0,73012.0,73515.0
"Taft,Eastern Samar",37168.0,37171.0,37447.0,67843.0,69779.0,69361.0,69912.0,69963.0,70268.0,68958.0,69825.0,69318.0,70110.0,69435.0,71354.0,70214.0,69331.0,69166.0,69257.0,70119.0,69668.0,69510.0,69795.0,70298.0
"Talalora,Samar",33431.0,33434.0,33710.0,69663.0,71601.0,71179.0,71730.0,71783.0,72090.0,70778.0,71645.0,71138.0,71930.0,71257.0,73176.0,72032.0,71149.0,70984.0,71077.0,71941.0,71486.0,71330.0,71615.0,72118.0
"Tanauan,Leyte",25800.0,25803.0,26079.0,72617.0,74553.0,74133.0,74684.0,74737.0,75042.0,73732.0,74599.0,74092.0,74882.0,74209.0,76128.0,74986.0,74103.0,73938.0,74031.0,74893.0,74440.0,74284.0,74569.0,75072.0
"Tarangnan,Samar",37549.0,37552.0,37828.0,59499.0,61435.0,61015.0,61566.0,61619.0,61924.0,60614.0,61481.0,60974.0,61764.0,61091.0,63010.0,61868.0,60985.0,60820.0,60913.0,61775.0,61322.0,61166.0,61451.0,61954.0
"Tolosa,Leyte",26502.0,26505.0,26781.0,73318.0,75254.0,74834.0,75385.0,75438.0,75743.0,74433.0,75300.0,74793.0,75583.0,74910.0,76829.0,75687.0,74804.0,74639.0,74732.0,75594.0,75141.0,74985.0,75270.0,75773.0
"Tomas Oppus,Southern Leyte",28613.0,28616.0,28892.0,81521.0,83457.0,83037.0,83588.0,83641.0,83946.0,82636.0,83503.0,82996.0,83786.0,83113.0,85032.0,83890.0,83007.0,82842.0,82935.0,83797.0,83344.0,83188.0,83473.0,83976.0
"Tunga,Leyte",23057.0,23060.0,23336.0,73718.0,75654.0,75234.0,75785.0,75838.0,76143.0,74833.0,75700.0,75193.0,75983.0,75310.0,77229.0,76087.0,75204.0,75039.0,75132.0,75994.0,75541.0,75385.0,75670.0,76173.0
"Victoria,Northern Samar",45888.0,45891.0,46167.0,50643.0,52579.0,52159.0,52710.0,52763.0,53068.0,51758.0,52625.0,52118.0,52908.0,52235.0,54154.0,53012.0,52129.0,51964.0,52057.0,52919.0,52466.0,52310.0,52595.0,53098.0
"Villaba,Leyte",21051.0,21054.0,21330.0,78207.0,80143.0,79723.0,80274.0,80327.0,80632.0,79322.0,80189.0,79682.0,80472.0,79799.0,81718.0,80576.0,79693.0,79528.0,79621.0,80483.0,80030.0,79874.0,80159.0,80662.0
"Villareal,Samar",31394.0,31397.0,31673.0,67628.0,69564.0,69144.0,69695.0,69748.0,70053.0,68743.0,69610.0,69103.0,69893.0,69220.0,71139.0,69997.0,69114.0,68949.0,69042.0,69904.0,69451.0,69295.0,69580.0,70083.0
