"","Cebu Doctors University Hospital,Cebu City,Cebu","Chong Hua Hospital,Cebu City,Cebu","Perpetual Succour Hospital,Cebu City,Cebu","Asian Hospital and Medical Center,Muntinlupa,Metro Manila","Cardinal Santos Medical Center,San Juan,Metro Manila","Centuria Medical Makati - Asian Breast Center,Makati,Metro Manila","Chinese General Hospital and Medical Center,Manila,Metro Manila","Jose R. Reyes Memorial Medical Center,Manila,Metro Manila","Lung Center of the Philippines,Quezon City,Metro Manila","Makati Medical Center,Makati,Metro Manila","Manila Doctors Hospital,Manila,Metro Manila","Manila Med,Manila,Metro Manila","Metropolitan Medical Center,Manila,Metro Manila","Philippine General Hospital,Manila,Metro Manila","Philippine Oncology Center Corporation - Marian,Quezon City,Metro Manila","Quirino Memorial Medical Center,Quezon City,Metro Manila","Rizal Medical Center,Pasig,Metro Manila","San Juan De Dios Hospital,Pasay,Metro Manila","St. Luke's Medical Center - Global City,Taguig,Metro Manila","St. Luke's Medical Center - Quezon City,Quezon City,Metro Manila","The Medical City,Pasig,Metro Manila","University of Perpetual Help Delta,Las Pinas,Metro Manila","University of Santo Tomas,Manila,Metro Manila","Urology Center of the Philippines Inc.,Quezon City,Metro Manila"
"Balangkayan,Eastern Samar",397787.0,398072.0,399102.0,890160.0,913510.0,909106.0,915069.0,914507.0,922161.0,906913.0,914455.0,911106.0,915004.0,910780.0,932528.0,918225.0,909691.0,906942.0,908622.0,919798.0,911490.0,898331.0,913841.0,922816.0
"Barugo,Leyte",247097.0,247382.0,248412.0,866584.0,889934.0,885530.0,891493.0,890931.0,898585.0,883337.0,890879.0,887530.0,891428.0,887204.0,908952.0,894649.0,886115.0,883366.0,885046.0,896222.0,887914.0,874755.0,890265.0,899240.0
"Basey,Samar",280302.0,280587.0,281617.0,839845.0,863195.0,858791.0,864754.0,864192.0,871846.0,856598.0,864140.0,860791.0,864689.0,860465.0,882213.0,867910.0,859376.0,856627.0,858307.0,869483.0,861175.0,848016.0,863526.0,872501.0
"Bato,Leyte",109887.0,110172.0,111202.0,969634.0,992984.0,988580.0,994543.0,993981.0,1001635.0,986387.0,993929.0,990580.0,994478.0,990254.0,1012002.0,997699.0,989165.0,986416.0,988096.0,999272.0,990964.0,977805.0,993315.0,1002290.0
"Bobon,Northern Samar",511481.0,511766.0,512796.0,631004.0,654354.0,649950.0,655913.0,655351.0,663005.0,647757.0,655299.0,651950.0,655848.0,651624.0,673372.0,659069.0,650535.0,647786.0,649466.0,660642.0,652334.0,639175.0,654685.0,663660.0
"Bontoc,Southern Leyte",124712.0,124997.0,126027.0,957351.0,980701.0,976277.0,982240.0,981678.0,989352.0,974084.0,981626.0,978277.0,982175.0,977951.0,999699.0,985396.0,976862.0,974133.0,975793.0,986989.0,978661.0,965502.0,981012.0,990007.0
"Burauen,Leyte",214208.0,214493.0,215523.0,863822.0,887172.0,882768.0,888711.0,888169.0,895803.0,880555.0,888117.0,884768.0,888646.0,884442.0,906170.0,891887.0,883333.0,880584.0,882264.0,893460.0,885132.0,871993.0,887483.0,896478.0
"Cabucgayan,Biliran",269020.0,269305.0,270335.0,938112.0,961462.0,957058.0,963021.0,962459.0,970113.0,954865.0,962407.0,959058.0,962956.0,958732.0,980480.0,966177.0,957643.0,954894.0,956574.0,967750.0,959442.0,946283.0,961793.0,970768.0
"Caibiran,Biliran",282641.0,282926.0,283956.0,951733.0,975083.0,970679.0,976642.0,976080.0,983734.0,968486.0,976028.0,972679.0,976577.0,972353.0,994101.0,979798.0,971264.0,968515.0,970195.0,981371.0,973063.0,959904.0,975414.0,984389.0
"Calbayog City,Samar",409546.0,409831.0,410861.0,653227.0,676577.0,672173.0,678136.0,677574.0,685228.0,669980.0,677522.0,674173.0,678071.0,673847.0,695595.0,681292.0,672758.0,670009.0,671689.0,682865.0,674557.0,661398.0,676908.0,685883.0
"Calbiga,Samar",300601.0,300886.0,301916.0,779151.0,802501.0,798097.0,804060.0,803498.0,811152.0,795904.0,803446.0,800097.0,803995.0,799771.0,821519.0,807216.0,798682.0,795933.0,797613.0,808789.0,800481.0,787322.0,802832.0,811807.0
"Calubian,Leyte",259586.0,259871.0,260901.0,928678.0,952028.0,947624.0,953587.0,953025.0,960679.0,945431.0,952973.0,949624.0,953522.0,949298.0,971046.0,956743.0,948209.0,945460.0,947140.0,958316.0,950008.0,936849.0,952359.0,961334.0
"Can-Avid,Eastern Samar",405884.0,406169.0,407199.0,841116.0,864466.0,860062.0,866025.0,865463.0,873117.0,857869.0,865411.0,862062.0,865960.0,861736.0,883484.0,869181.0,860647.0,857898.0,859578.0,870754.0,862446.0,849287.0,864797.0,873772.0
"Capoocan,Leyte",212562.0,212847.0,213877.0,906412.0,929762.0,925358.0,931321.0,930759.0,938413.0,923165.0,930707.0,927358.0,931256.0,927032.0,948780.0,934477.0,925943.0,923194.0,924874.0,936050.0,927742.0,914583.0,930093.0,939068.0
"Carigara,Leyte",235290.0,235575.0,236605.0,870286.0,893636.0,889232.0,895195.0,894633.0,902287.0,887039.0,894581.0,891232.0,895130.0,890906.0,912654.0,898351.0,889817.0,887068.0,888748.0,899924.0,891616.0,878457.0,893967.0,902942.0
"Catarman,Northern Samar",475793.0,476078.0,477108.0,633772.0,657122.0,652718.0,658681.0,658119.0,665773.0,650525.0,658067.0,654718.0,658616.0,654392.0,676140.0,661837.0,653303.0,650554.0,652234.0,663410.0,655102.0,641943.0,657453.0,666428.0
"Catubig,Northern Samar",548655.0,548960.0,549990.0,687368.0,710718.0,706314.0,712277.0,711715.0,719369.0,704121.0,711663.0,708314.0,712212.0,707988.0,729736.0,715433.0,706899.0,704150.0,705830.0,717006.0,708698.0,695539.0,711049.0,720024.0
"City of Baybay,Leyte",139512.0,139797.0,140827.0,924360.0,947710.0,943286.0,949249.0,948687.0,956361.0,941093.0,948655.0,945306.0,949184.0,944960.0,966708.0,952425.0,943871.0,941142.0,942822.0,953978.0,945670.0,932511.0,948021.0,957016.0
"City of Borongan,Eastern Samar",427838.0,428123.0,429153.0,860542.0,883875.0,879471.0,885434.0,884872.0,892543.0,877278.0,884820.0,881471.0,885369.0,881162.0,902893.0,888590.0,880073.0,877307.0,878987.0,890163.0,881855.0,868696.0,884223.0,893198.0
"City of Catbalogan,Samar",349899.0,350184.0,351214.0,713937.0,737287.0,732883.0,738846.0,738284.0,745938.0,730690.0,738232.0,734883.0,738781.0,734557.0,756305.0,742002.0,733468.0,730719.0,732399.0,743575.0,735267.0,722108.0,737618.0,746593.0
"City of Maasin,Southern Leyte",135900.0,136185.0,137215.0,1009725.0,1033075.0,1028671.0,1034634.0,1034072.0,1041726.0,1026478.0,1034020.0,1030671.0,1034569.0,1030345.0,1052093.0,1037790.0,1029256.0,1026507.0,1028187.0,1039363.0,1031055.0,1017896.0,1033406.0,1042381.0
"Culaba,Biliran",299997.0,300282.0,301312.0,969089.0,992419.0,988035.0,993998.0,993416.0,1001090.0,985842.0,993384.0,990035.0,993933.0,989709.0,1011457.0,997134.0,988620.0,985851.0,987531.0,998727.0,990419.0,977260.0,992770.0,1001745.0
"Dagami,Leyte",232240.0,232525.0,233555.0,860589.0,883939.0,879535.0,885498.0,884936.0,892590.0,877342.0,884884.0,881535.0,885433.0,881209.0,902957.0,888654.0,880120.0,877371.0,879051.0,890227.0,881919.0,868760.0,884270.0,893245.0
"Dolores,Eastern Samar",422816.0,423101.0,424131.0,858031.0,881398.0,876977.0,882940.0,882395.0,890032.0,874801.0,882343.0,878994.0,882892.0,878668.0,900416.0,886113.0,877579.0,874830.0,876510.0,887686.0,879378.0,866219.0,881712.0,890704.0
"Dulag,Leyte",203794.0,204079.0,205109.0,865409.0,888759.0,884375.0,890318.0,889756.0,897410.0,882162.0,889704.0,886355.0,890253.0,886029.0,907777.0,893494.0,884940.0,882191.0,883871.0,895067.0,886739.0,873580.0,889110.0,898065.0
"Gamay,Northern Samar",485619.0,485904.0,486934.0,741409.0,764759.0,760355.0,766318.0,765756.0,773410.0,758162.0,765704.0,762355.0,766253.0,762029.0,783777.0,769474.0,760940.0,758191.0,759871.0,771047.0,762739.0,749580.0,765090.0,774065.0
"Gandara,Samar",390550.0,390835.0,391865.0,695302.0,718652.0,714248.0,720211.0,719649.0,727303.0,712055.0,719597.0,716248.0,720146.0,715922.0,737670.0,723367.0,714833.0,712084.0,713764.0,724940.0,716632.0,703473.0,718983.0,727958.0
"General MacArthur,Eastern Samar",358346.0,358631.0,359661.0,929676.0,953026.0,948622.0,954585.0,954023.0,961677.0,946429.0,953971.0,950622.0,954520.0,950296.0,972044.0,957741.0,949207.0,946458.0,948138.0,959314.0,951006.0,937847.0,953357.0,962332.0
"Giporlos,Eastern Samar",337884.0,338169.0,339199.0,897409.0,920778.0,916374.0,922337.0,921756.0,929410.0,914162.0,921723.0,918374.0,922253.0,918029.0,939796.0,925493.0,916959.0,914210.0,915871.0,927066.0,918739.0,905599.0,921109.0,930065.0
"Guiuan,Eastern Samar",384551.0,384836.0,385866.0,944094.0,967444.0,963040.0,969003.0,968441.0,976095.0,960847.0,968389.0,965040.0,968938.0,964714.0,986462.0,972159.0,963625.0,960876.0,962556.0,973732.0,965424.0,952265.0,967775.0,976750.0
"Hernani,Eastern Samar",372466.0,372751.0,373781.0,917886.0,941236.0,936832.0,942795.0,942233.0,949887.0,934639.0,942181.0,938832.0,942730.0,938506.0,960254.0,945951.0,937417.0,934668.0,936348.0,947524.0,939216.0,926057.0,941567.0,950542.0
"Hilongos,Leyte",95023.0,95308.0,96338.0,968831.0,992181.0,987777.0,993740.0,993178.0,1000832.0,985584.0,993126.0,989777.0,993675.0,989451.0,1011199.0,996896.0,988362.0,985613.0,987293.0,998469.0,990161.0,977002.0,992512.0,1001487.0
"Hinabangan,Samar",349207.0,349492.0,350522.0,784438.0,807772.0,803384.0,809347.0,808769.0,816439.0,801191.0,808733.0,805384.0,809266.0,805042.0,826806.0,812503.0,803953.0,801204.0,802900.0,814060.0,805768.0,792593.0,808103.0,817094.0
"Hindang,Leyte",104170.0,104455.0,105485.0,963108.0,986458.0,982054.0,988017.0,987455.0,995109.0,979861.0,987403.0,984054.0,987952.0,983728.0,1005476.0,991173.0,982639.0,979890.0,981570.0,992746.0,984438.0,971279.0,986789.0,995764.0
"Hinunangan,Southern Leyte",204219.0,204504.0,205534.0,958175.0,981525.0,977121.0,983084.0,982522.0,990176.0,974928.0,982470.0,979121.0,983019.0,978795.0,1000543.0,986240.0,977706.0,974957.0,976637.0,987813.0,979505.0,966346.0,981856.0,990831.0
"Hinundayan,Southern Leyte",200867.0,201152.0,202182.0,957911.0,981261.0,976857.0,982820.0,982258.0,989912.0,974664.0,982206.0,978857.0,982755.0,978531.0,1000279.0,985976.0,977442.0,974693.0,976373.0,987549.0,979241.0,966082.0,981592.0,990567.0
"Inopacan,Leyte",111358.0,111643.0,112673.0,952597.0,975947.0,971543.0,977506.0,976944.0,984598.0,969350.0,976892.0,973543.0,977441.0,973217.0,994965.0,980662.0,972128.0,969379.0,971059.0,982235.0,973927.0,960768.0,976278.0,985253.0
"Isabel,Leyte",226123.0,226408.0,227438.0,962515.0,985865.0,981461.0,987424.0,986862.0,994516.0,979268.0,986810.0,983461.0,987359.0,983135.0,1004883.0,990580.0,982046.0,979297.0,980977.0,992153.0,983845.0,970686.0,986196.0,995171.0
"Jaro,Leyte",255750.0,256035.0,257065.0,857105.0,880455.0,876051.0,882014.0,881452.0,889106.0,873858.0,881400.0,878051.0,881949.0,877725.0,899473.0,885170.0,876636.0,873887.0,875567.0,886743.0,878435.0,865276.0,880786.0,889761.0
"Javier,Leyte",186265.0,186550.0,187580.0,890944.0,914294.0,909890.0,915853.0,915291.0,922945.0,907697.0,915239.0,911890.0,915788.0,911564.0,933312.0,919009.0,910475.0,907726.0,909406.0,920582.0,912274.0,899115.0,914625.0,923600.0
"Jiabong,Samar",332719.0,333004.0,334034.0,745861.0,769211.0,764833.0,770770.0,770208.0,777862.0,762614.0,770156.0,766807.0,770705.0,766481.0,788229.0,773926.0,765392.0,762643.0,764323.0,775499.0,767191.0,754032.0,769542.0,778543.0
"Julita,Leyte",210239.0,210524.0,211554.0,865329.0,888679.0,884275.0,890238.0,889676.0,897330.0,882082.0,889624.0,886275.0,890173.0,885949.0,907697.0,893394.0,884860.0,882111.0,883791.0,894967.0,886659.0,873500.0,889010.0,897985.0
"Kananga,Leyte",202092.0,202377.0,203407.0,903484.0,926834.0,922430.0,928393.0,927831.0,935485.0,920237.0,927779.0,924430.0,928328.0,924104.0,945852.0,931549.0,923015.0,920266.0,921946.0,933122.0,924814.0,911655.0,927165.0,936140.0
"Kawayan,Biliran",285121.0,285406.0,286436.0,954213.0,977563.0,973159.0,979122.0,978560.0,986214.0,970966.0,978508.0,975159.0,979057.0,974833.0,996581.0,982278.0,973744.0,970995.0,972675.0,983851.0,975543.0,962384.0,977894.0,986869.0
"La Paz,Leyte",204831.0,205116.0,206146.0,878388.0,901738.0,897334.0,903297.0,902735.0,910389.0,895141.0,902683.0,899354.0,903232.0,899008.0,920756.0,906473.0,897939.0,895190.0,896850.0,908026.0,899718.0,886559.0,902089.0,911064.0
"Laoang,Northern Samar",543704.0,543989.0,545019.0,679057.0,702407.0,698003.0,703966.0,703404.0,711058.0,695810.0,703352.0,700003.0,703901.0,699677.0,721425.0,707122.0,698588.0,695839.0,697519.0,708695.0,700387.0,687228.0,702738.0,711713.0
"Lapinig,Northern Samar",473522.0,473807.0,474837.0,750289.0,773639.0,769235.0,775198.0,774636.0,782290.0,767042.0,774584.0,771235.0,775133.0,770909.0,792657.0,778354.0,769820.0,767071.0,768751.0,779927.0,771619.0,758460.0,773970.0,782945.0
"Las Navas,Northern Samar",568597.0,568882.0,569912.0,707310.0,730660.0,726256.0,732219.0,731657.0,739311.0,724063.0,731605.0,728256.0,732154.0,727930.0,749678.0,735375.0,726841.0,724092.0,725772.0,736948.0,728640.0,715481.0,730991.0,739966.0
"Lavezares,Northern Samar",499608.0,499893.0,500923.0,595783.0,619133.0,614729.0,620692.0,620130.0,627784.0,612536.0,620078.0,616729.0,620627.0,616403.0,638151.0,623848.0,615314.0,612565.0,614245.0,625421.0,617113.0,603954.0,619464.0,628439.0
"Lawaan,Eastern Samar",311796.0,312081.0,313111.0,871340.0,894690.0,890286.0,896249.0,895687.0,903341.0,888093.0,895635.0,892286.0,896184.0,891960.0,913708.0,899405.0,890871.0,888122.0,889802.0,900978.0,892670.0,879511.0,895021.0,903996.0
"Leyte,Leyte",236459.0,236744.0,237774.0,905551.0,928901.0,924497.0,930460.0,929898.0,937552.0,922304.0,929846.0,926497.0,930395.0,926171.0,947919.0,933616.0,925082.0,922333.0,924013.0,935189.0,926881.0,913722.0,929232.0,938207.0
"Libagon,Southern Leyte",187557.0,187842.0,188872.0,981946.0,1005296.0,1000892.0,1006855.0,1006293.0,1013947.0,998699.0,1006241.0,1002892.0,1006790.0,1002566.0,1024314.0,1010011.0,1001477.0,998728.0,1000408.0,1011584.0,1003276.0,990117.0,1005627.0,1014602.0
"Liloan,Southern Leyte",177347.0,177632.0,178662.0,985971.0,1009321.0,1004917.0,1010880.0,1010318.0,1017972.0,1002724.0,1010266.0,1006917.0,1010815.0,1006591.0,1028339.0,1014036.0,1005502.0,1002753.0,1004433.0,1015609.0,1007301.0,994142.0,1009652.0,1018627.0
"Llorente,Eastern Samar",389119.0,389404.0,390434.0,898828.0,922178.0,917774.0,923737.0,923175.0,930829.0,915598.0,923123.0,919791.0,923689.0,919465.0,941196.0,926893.0,918359.0,915627.0,917290.0,928466.0,920158.0,906999.0,922509.0,931484.0
"Lope de Vega,Northern Samar",452628.0,452913.0,453943.0,663413.0,686763.0,682359.0,688322.0,687760.0,695414.0,680166.0,687708.0,684359.0,688257.0,684033.0,705781.0,691478.0,682944.0,680195.0,681875.0,693051.0,684743.0,671584.0,687094.0,696069.0
"Macarthur,Leyte",192850.0,193135.0,194165.0,883337.0,906687.0,902283.0,908246.0,907684.0,915338.0,900090.0,907632.0,904283.0,908181.0,903957.0,925705.0,911402.0,902868.0,900119.0,901799.0,912975.0,904667.0,891508.0,907018.0,915993.0
"Macrohon,Southern Leyte",148223.0,148508.0,149538.0,1002237.0,1025587.0,1021183.0,1027146.0,1026564.0,1034238.0,1018970.0,1026512.0,1023183.0,1027081.0,1022837.0,1044585.0,1030302.0,1021768.0,1019019.0,1020679.0,1031875.0,1023567.0,1010408.0,1025898.0,1034893.0
"Mahaplag,Leyte",160927.0,161212.0,162242.0,912336.0,935686.0,931282.0,937245.0,936683.0,944337.0,929089.0,936631.0,933282.0,937180.0,932956.0,954704.0,940401.0,931867.0,929118.0,930798.0,941974.0,933666.0,920507.0,936017.0,944992.0
"Malitbog,Southern Leyte",148129.0,148414.0,149444.0,976865.0,1000215.0,995811.0,1001754.0,1001212.0,1008866.0,993618.0,1001140.0,997811.0,1001709.0,997485.0,1019213.0,1004910.0,996396.0,993647.0,995327.0,1006503.0,998175.0,985016.0,1000526.0,1009521.0
"Mapanas,Northern Samar",500938.0,501241.0,502253.0,726173.0,749523.0,745119.0,751082.0,750520.0,758174.0,742926.0,750468.0,747119.0,751017.0,746793.0,768541.0,754238.0,745704.0,742955.0,744635.0,755811.0,747503.0,734344.0,749854.0,758829.0
"Marabut,Samar",277284.0,277569.0,278599.0,836828.0,860178.0,855774.0,861737.0,861175.0,868829.0,853581.0,861123.0,857774.0,861672.0,857448.0,879196.0,864893.0,856359.0,853610.0,855290.0,866466.0,858158.0,844999.0,860509.0,869484.0
"Maslog,Eastern Samar",431800.0,432085.0,433115.0,867032.0,890382.0,885978.0,891941.0,891379.0,899033.0,883785.0,891327.0,887978.0,891876.0,887652.0,909400.0,895097.0,886563.0,883814.0,885494.0,896670.0,888362.0,875203.0,890713.0,899688.0
"Matag-ob,Leyte",217137.0,217422.0,218452.0,918537.0,941867.0,937463.0,943446.0,942864.0,950518.0,935270.0,942812.0,939463.0,943361.0,939137.0,960885.0,946582.0,938048.0,935299.0,936979.0,948155.0,939847.0,926688.0,942198.0,951173.0
"Matalom,Leyte",112097.0,112382.0,113412.0,985902.0,1009252.0,1004848.0,1010811.0,1010249.0,1017903.0,1002655.0,1010197.0,1006848.0,1010766.0,1006542.0,1028270.0,1013967.0,1005433.0,1002684.0,1004364.0,1015540.0,1007232.0,994073.0,1009583.0,1018578.0
"Mayorga,Leyte",194242.0,194527.0,195557.0,872935.0,896285.0,891861.0,897824.0,897262.0,904916.0,889688.0,897230.0,893881.0,897779.0,893535.0,915283.0,900980.0,892466.0,889697.0,891397.0,902553.0,894245.0,881086.0,896616.0,905571.0
"Mercedes,Eastern Samar",376728.0,377013.0,378043.0,936271.0,959621.0,955217.0,961180.0,960618.0,968272.0,953024.0,960566.0,957217.0,961115.0,956891.0,978639.0,964336.0,955802.0,953053.0,954733.0,965909.0,957601.0,944442.0,959952.0,968927.0
"Merida,Leyta",202414.0,202699.0,203729.0,938806.0,962156.0,957752.0,963715.0,963153.0,970807.0,955559.0,963101.0,959752.0,963650.0,959426.0,981174.0,966871.0,958337.0,955588.0,957268.0,968444.0,960136.0,946977.0,962487.0,971462.0
"Mondragon,Northern Samar",525100.0,525200.0,524000.0,662400.0,686400.0,683400.0,690400.0,689400.0,696400.0,682400.0,686400.0,686400.0,690400.0,685400.0,707400.0,693400.0,684400.0,682400.0,683400.0,692400.0,684400.0,671400.0,686400.0,695400.0
"Naval,Biliran",268195.0,268480.0,269510.0,937287.0,960637.0,956233.0,962176.0,961634.0,969268.0,954020.0,961562.0,958233.0,962131.0,957907.0,979655.0,965352.0,956818.0,954049.0,955749.0,966905.0,958617.0,945458.0,960968.0,969943.0
"Oras,Eastern Samar",414193.0,414478.0,415490.0,817336.0,840686.0,836282.0,842245.0,841683.0,849337.0,834089.0,841631.0,838282.0,842180.0,837956.0,859704.0,845401.0,836867.0,834118.0,835798.0,846974.0,838666.0,825507.0,841017.0,849992.0
"Ormoc City,Leyte",187528.0,187813.0,188843.0,922808.0,946158.0,941754.0,947717.0,947155.0,954809.0,939561.0,947103.0,943754.0,947652.0,943428.0,965176.0,950873.0,942339.0,939590.0,941270.0,952446.0,944138.0,930979.0,946489.0,955464.0
"Padre Burgos,Southern Leyte",157151.0,157436.0,158466.0,985887.0,1009237.0,1004833.0,1010796.0,1010234.0,1017888.0,1002640.0,1010182.0,1006833.0,1010731.0,1006507.0,1028255.0,1013952.0,1005418.0,1002669.0,1004349.0,1015525.0,1007217.0,994058.0,1009568.0,1018543.0
"Pagsanghan,Samar",384999.0,385284.0,386314.0,697409.0,720759.0,716355.0,722318.0,721756.0,729410.0,714162.0,721704.0,718355.0,722253.0,718029.0,739777.0,725474.0,716940.0,714191.0,715871.0,727047.0,718739.0,705580.0,721090.0,730065.0
"Palapag,Northern Samar",526808.0,527093.0,528123.0,696983.0,720333.0,715929.0,721892.0,721330.0,728984.0,713736.0,721278.0,717929.0,721827.0,717603.0,739351.0,725048.0,716514.0,713765.0,715445.0,726621.0,718313.0,705154.0,720664.0,729639.0
"Palo,Leyte",226090.0,226375.0,227405.0,837697.0,861027.0,856623.0,862586.0,862044.0,869698.0,854430.0,861992.0,858623.0,862521.0,858297.0,880045.0,865742.0,857208.0,854459.0,856159.0,867315.0,859007.0,845848.0,861378.0,870333.0
"Palompon,Leyte",210010.0,210295.0,211325.0,941758.0,965108.0,960704.0,966667.0,966105.0,973759.0,958511.0,966053.0,962704.0,966602.0,962378.0,984126.0,969823.0,961289.0,958540.0,960220.0,971396.0,963088.0,949929.0,965439.0,974414.0
"Pambujan,Northern Samar",527715.0,528020.0,529030.0,666428.0,689778.0,685374.0,691337.0,690775.0,698429.0,683181.0,690723.0,687374.0,691272.0,687048.0,708796.0,694493.0,685959.0,683210.0,684890.0,696066.0,687758.0,674599.0,690109.0,699084.0
"Paranas,Samar",334817.0,335120.0,336150.0,770048.0,793398.0,788994.0,794957.0,794395.0,802049.0,786801.0,794343.0,790994.0,794892.0,790668.0,812416.0,798113.0,789579.0,786830.0,788510.0,799686.0,791378.0,778219.0,793729.0,802704.0
"Pastrana,Leyte",232211.0,232496.0,233526.0,845912.0,869262.0,864858.0,870821.0,870259.0,877913.0,862665.0,870207.0,866858.0,870756.0,866532.0,888280.0,873977.0,865443.0,862694.0,864374.0,875550.0,867242.0,854083.0,869593.0,878568.0
"Pinabacdao,Samar",284327.0,284612.0,285642.0,796427.0,819797.0,815393.0,821356.0,820774.0,828448.0,813200.0,820742.0,817373.0,821271.0,817047.0,838795.0,824492.0,815958.0,813209.0,814909.0,826085.0,817757.0,804598.0,820128.0,829103.0
"Pintuyan,Southern Leyte",194248.0,194533.0,195563.0,1002872.0,1026222.0,1021818.0,1027781.0,1027219.0,1034873.0,1019625.0,1027167.0,1023818.0,1027716.0,1023492.0,1045240.0,1030937.0,1022403.0,1019654.0,1021334.0,1032510.0,1024202.0,1011043.0,1026553.0,1035528.0
"Quinapondan,Eastern Samar",355636.0,355921.0,356951.0,915179.0,938529.0,934125.0,940088.0,939526.0,947180.0,931932.0,939474.0,936125.0,940023.0,935799.0,957547.0,943244.0,934710.0,931961.0,933641.0,944817.0,936509.0,923350.0,938860.0,947835.0
"Rosario,Northern Samar",503985.0,504250.0,505300.0,600161.0,623511.0,619107.0,625070.0,624508.0,632162.0,616914.0,624456.0,621107.0,625005.0,620781.0,642529.0,628226.0,619692.0,616943.0,618623.0,629799.0,621491.0,608332.0,623842.0,632817.0
"Saint Bernard,Southern Leyte",181045.0,181330.0,182360.0,975414.0,998764.0,994380.0,1000323.0,999761.0,1007415.0,992167.0,999709.0,996380.0,1000258.0,996034.0,1017782.0,1003479.0,994945.0,992196.0,993876.0,1005052.0,996764.0,983585.0,999095.0,1008090.0
