"","Cebu Doctors University Hospital,Cebu City,Cebu","Chong Hua Hospital,Cebu City,Cebu","Perpetual Succour Hospital,Cebu City,Cebu","Asian Hospital and Medical Center,Muntinlupa,Metro Manila","Cardinal Santos Medical Center,San Juan,Metro Manila","Centuria Medical Makati - Asian Breast Center,Makati,Metro Manila","Chinese General Hospital and Medical Center,Manila,Metro Manila","Jose R. Reyes Memorial Medical Center,Manila,Metro Manila","Lung Center of the Philippines,Quezon City,Metro Manila","Makati Medical Center,Makati,Metro Manila","Manila Doctors Hospital,Manila,Metro Manila","Manila Med,Manila,Metro Manila","Metropolitan Medical Center,Manila,Metro Manila","Philippine General Hospital,Manila,Metro Manila","Philippine Oncology Center Corporation - Marian,Quezon City,Metro Manila","Quirino Memorial Medical Center,Quezon City,Metro Manila","Rizal Medical Center,Pasig,Metro Manila","San Juan De Dios Hospital,Pasay,Metro Manila","St. Luke's Medical Center - Global City,Taguig,Metro Manila","St. Luke's Medical Center - Quezon City,Quezon City,Metro Manila","The Medical City,Pasig,Metro Manila","University of Perpetual Help Delta,Las Pinas,Metro Manila","University of Santo Tomas,Manila,Metro Manila","Urology Center of the Philippines Inc.,Quezon City,Metro Manila"
"Malitbog,Southern Leyte",254633.0,254918.0,255948.0,976865.0,1000195.0,995791.0,1001774.0,1001192.0,1008846.0,993598.0,1001160.0,997811.0,1001689.0,997465.0,1019233.0,1004910.0,996396.0,993627.0,995327.0,1006503.0,998175.0,985036.0,1000546.0,1009521.0
"Mapanas,Northern Samar",468929.0,469214.0,470244.0,726173.0,749523.0,745119.0,751082.0,750520.0,758174.0,742926.0,750468.0,747119.0,751017.0,746793.0,768541.0,754238.0,745704.0,742955.0,744635.0,755811.0,747503.0,734344.0,749854.0,758829.0
"Marabut,Samar",245275.0,245560.0,246590.0,836828.0,860178.0,855774.0,861737.0,861175.0,868829.0,853581.0,861123.0,857774.0,861672.0,857448.0,879196.0,864893.0,856359.0,853610.0,855290.0,866466.0,858158.0,844999.0,860509.0,869484.0
"Maslog,Eastern Samar",399791.0,400076.0,401106.0,867032.0,890382.0,885978.0,891941.0,891379.0,899033.0,883785.0,891327.0,887978.0,891876.0,887652.0,909400.0,895097.0,886563.0,883814.0,885494.0,896670.0,888362.0,875203.0,890713.0,899688.0
"Matag-ob,Leyte",143409.0,143694.0,144724.0,918517.0,941887.0,937483.0,943446.0,942864.0,950538.0,935290.0,942812.0,939463.0,943361.0,939137.0,960885.0,946582.0,938048.0,935299.0,936979.0,948155.0,939847.0,926688.0,942198.0,951173.0
"Matalom,Leyte",218601.0,218886.0,219916.0,985902.0,1009252.0,1004848.0,1010811.0,1010249.0,1017903.0,1002655.0,1010197.0,1006848.0,1010766.0,1006522.0,1028270.0,1013987.0,1005433.0,1002684.0,1004364.0,1015540.0,1007252.0,994073.0,1009603.0,1018558.0
"Mayorga,Leyte",221720.0,222005.0,223035.0,872935.0,896285.0,891881.0,897824.0,897262.0,904936.0,889688.0,897230.0,893861.0,897759.0,893535.0,915283.0,900980.0,892446.0,889697.0,891397.0,902553.0,894265.0,881086.0,896596.0,905571.0
"Mercedes,Eastern Samar",344719.0,345004.0,346034.0,936271.0,959621.0,955217.0,961180.0,960618.0,968272.0,953024.0,960566.0,957217.0,961115.0,956891.0,978639.0,964336.0,955802.0,953053.0,954733.0,965909.0,957601.0,944442.0,959952.0,968927.0
"Merida,Leyta",135204.0,135489.0,136519.0,938806.0,962156.0,957752.0,963715.0,963153.0,970807.0,955559.0,963101.0,959752.0,963650.0,959426.0,981174.0,966871.0,958337.0,955588.0,957268.0,968444.0,960136.0,946977.0,962487.0,971462.0
"Mondragon,Northern Samar",162731.0,163016.0,164046.0,905551.0,928901.0,924477.0,930440.0,929878.0,937552.0,922284.0,929846.0,926477.0,930375.0,926151.0,947919.0,933596.0,925082.0,922313.0,924013.0,935189.0,926881.0,913722.0,929232.0,938207.0
"Naval,Biliran",194467.0,194752.0,195782.0,937267.0,960617.0,956233.0,962176.0,961614.0,969288.0,954020.0,961562.0,958213.0,962111.0,957907.0,979655.0,965352.0,956798.0,954049.0,955749.0,966905.0,958617.0,945458.0,960968.0,969923.0
"Oras,Eastern Samar",382166.0,382469.0,383481.0,817336.0,840686.0,836282.0,842245.0,841683.0,849337.0,834089.0,841631.0,838282.0,842180.0,837956.0,859704.0,845401.0,836867.0,834118.0,835798.0,846974.0,838666.0,825507.0,841017.0,849992.0
"Ormoc City,Leyte",109023.0,109308.0,110338.0,922808.0,946158.0,941754.0,947717.0,947155.0,954809.0,939561.0,947103.0,943754.0,947652.0,943428.0,965176.0,950873.0,942339.0,939590.0,941270.0,952446.0,944138.0,930979.0,946489.0,955464.0
"Padre Burgos,Southern Leyte",263655.0,263940.0,264970.0,985887.0,1009237.0,1004833.0,1010796.0,1010234.0,1017888.0,1002640.0,1010182.0,1006833.0,1010731.0,1006507.0,1028255.0,1013952.0,1005418.0,1002669.0,1004349.0,1015525.0,1007217.0,994058.0,1009568.0,1018543.0
"Pagsanghan,Samar",352991.0,353276.0,354306.0,697409.0,720759.0,716355.0,722318.0,721756.0,729410.0,714162.0,721704.0,718355.0,722253.0,718029.0,739777.0,725474.0,716940.0,714191.0,715871.0,727047.0,718739.0,705580.0,721090.0,730065.0
"Palapag,Northern Samar",494817.0,495084.0,496114.0,696983.0,720333.0,715929.0,721892.0,721330.0,728984.0,713736.0,721278.0,717929.0,721827.0,717603.0,739351.0,725048.0,716514.0,713765.0,715445.0,726621.0,718313.0,705154.0,720664.0,729639.0
"Palo,Leyte",204402.0,204687.0,205717.0,837677.0,861027.0,856643.0,862586.0,862044.0,869678.0,854450.0,861972.0,858623.0,862521.0,858297.0,880065.0,865762.0,857208.0,854459.0,856139.0,867335.0,859007.0,845848.0,861358.0,870333.0
"Palompon,Leyte",142800.0,143085.0,144115.0,941758.0,965108.0,960704.0,966667.0,966105.0,973759.0,958511.0,966053.0,962704.0,966602.0,962378.0,984126.0,969823.0,961289.0,958540.0,960220.0,971396.0,963088.0,949929.0,965439.0,974414.0
"Pambujan,Northern Samar",495707.0,495992.0,497022.0,666428.0,689778.0,685374.0,691337.0,690775.0,698429.0,683181.0,690723.0,687374.0,691272.0,687048.0,708796.0,694493.0,685959.0,683210.0,684890.0,696066.0,687758.0,674599.0,690109.0,699084.0
"Paranas,Samar",302808.0,303093.0,304141.0,770048.0,793398.0,788994.0,794957.0,794395.0,802049.0,786801.0,794343.0,790994.0,794892.0,790668.0,812416.0,798113.0,789579.0,786830.0,788510.0,799686.0,791378.0,778219.0,793729.0,802704.0
"Pastrana,Leyte",197449.0,197734.0,198764.0,845912.0,869262.0,864858.0,870821.0,870259.0,877913.0,862665.0,870207.0,866858.0,870756.0,866532.0,888280.0,873977.0,865443.0,862694.0,864374.0,875550.0,867242.0,854083.0,869593.0,878568.0
"Pinabacdao,Samar",252319.0,252604.0,253634.0,796427.0,819777.0,815393.0,821336.0,820774.0,828448.0,813200.0,820722.0,817393.0,821291.0,817067.0,838815.0,824492.0,815978.0,813229.0,814909.0,826085.0,817757.0,804618.0,820108.0,829103.0
"Pintuyan,Southern Leyte",278942.0,279227.0,280257.0,1002872.0,1026222.0,1021818.0,1027781.0,1027219.0,1034873.0,1019625.0,1027167.0,1023818.0,1027716.0,1023492.0,1045240.0,1030937.0,1022403.0,1019654.0,1021334.0,1032510.0,1024202.0,1011043.0,1026553.0,1035528.0
"Quinapondan,Eastern Samar",323627.0,323912.0,324942.0,915179.0,938529.0,934125.0,940088.0,939526.0,947180.0,931932.0,939474.0,936125.0,940023.0,935799.0,957547.0,943244.0,934710.0,931961.0,933641.0,944817.0,936509.0,923350.0,938860.0,947835.0
"Rosario,Northern Samar",471957.0,472242.0,473292.0,600161.0,623511.0,619107.0,625070.0,624508.0,632162.0,616914.0,624456.0,621107.0,625005.0,620781.0,642529.0,628226.0,619692.0,616943.0,618623.0,629799.0,621491.0,608332.0,623842.0,632817.0
"Saint Bernard,Southern Leyte",265739.0,266024.0,267054.0,975414.0,998764.0,994360.0,1000323.0,999761.0,1007415.0,992187.0,999729.0,996360.0,1000258.0,996034.0,1017782.0,1003479.0,994945.0,992216.0,993896.0,1005052.0,996744.0,983585.0,999095.0,1008070.0
"Salcedo,Eastern Samar",332813.0,333098.0,334128.0,924365.0,947715.0,943311.0,949274.0,948712.0,956366.0,941118.0,948660.0,945311.0,949209.0,944985.0,966733.0,952430.0,943896.0,941147.0,942827.0,954003.0,945695.0,932536.0,948046.0,957021.0
"San Francisco,Southern Leyte",265807.0,266092.0,267122.0,989738.0,1013088.0,1008684.0,1014647.0,1014085.0,1021739.0,1006491.0,1014033.0,1010684.0,1014582.0,1010358.0,1032106.0,1017803.0,1009269.0,1006520.0,1008200.0,1019376.0,1011068.0,997909.0,1013419.0,1022394.0
"San Isidro,Leyte",182351.0,182636.0,183666.0,930651.0,954001.0,949597.0,955560.0,954998.0,962652.0,947404.0,954946.0,951597.0,955495.0,951271.0,973019.0,958716.0,950182.0,947433.0,949113.0,960289.0,951981.0,938822.0,954332.0,963307.0
"San Isidro,Northern Samar",441297.0,441582.0,442612.0,606236.0,629586.0,625182.0,631145.0,630583.0,638237.0,622989.0,630531.0,627182.0,631080.0,626856.0,648604.0,634301.0,625767.0,623018.0,624698.0,635874.0,627566.0,614407.0,629917.0,638892.0
"San Jorge,Samar",350451.0,350736.0,351766.0,700517.0,723867.0,719463.0,725426.0,724864.0,732518.0,717270.0,724812.0,721463.0,725361.0,721137.0,742885.0,728582.0,720048.0,717299.0,718979.0,730155.0,721847.0,708688.0,724198.0,733173.0
"San Jose de Buan,Samar",326792.0,327077.0,328107.0,794032.0,817382.0,812978.0,818941.0,818379.0,826033.0,810785.0,818327.0,814978.0,818876.0,814652.0,836400.0,822097.0,813563.0,810814.0,812494.0,823670.0,815362.0,802203.0,817713.0,826688.0
"San Jose,Northern Samar",470940.0,471205.0,472235.0,607853.0,631203.0,626799.0,632762.0,632200.0,639854.0,624606.0,632148.0,628799.0,632697.0,628473.0,650221.0,635918.0,627384.0,624635.0,626315.0,637491.0,629183.0,616024.0,631534.0,640509.0
"San Juan,Southern Leyte",271348.0,271633.0,272663.0,980415.0,1003765.0,999361.0,1005324.0,1004762.0,1012416.0,997168.0,1004710.0,1001361.0,1005259.0,1001035.0,1022783.0,1008480.0,999946.0,997197.0,998877.0,1010053.0,1001745.0,988586.0,1004096.0,1013071.0
"San Julian,Eastern Samar",368381.0,368648.0,369696.0,835604.0,858954.0,854550.0,860513.0,859951.0,867605.0,852357.0,859899.0,856550.0,860448.0,856224.0,877972.0,863669.0,855135.0,852386.0,854066.0,865242.0,856934.0,843775.0,859285.0,868260.0
"San Miguel,Leyte",186566.0,186851.0,187881.0,862985.0,886355.0,881931.0,887894.0,887352.0,894986.0,879738.0,887280.0,883931.0,887829.0,883625.0,905353.0,891050.0,882516.0,879767.0,881447.0,892623.0,884315.0,871156.0,886666.0,895641.0
"San Policarpio,Eastern Samar",400291.0,400576.0,401606.0,796413.0,819763.0,815359.0,821322.0,820760.0,828414.0,813166.0,820708.0,817359.0,821257.0,817033.0,838781.0,824478.0,815944.0,813195.0,814875.0,826051.0,817743.0,804584.0,820094.0,829069.0
"San Ricardo,Southern Leyte",302679.0,302964.0,303994.0,1026609.0,1049959.0,1045555.0,1051518.0,1050956.0,1058610.0,1043362.0,1050904.0,1047555.0,1051453.0,1047229.0,1068977.0,1054674.0,1046140.0,1043391.0,1045071.0,1056247.0,1047939.0,1034780.0,1050290.0,1059265.0
"San Roque,Northen Samar",486053.0,486338.0,487368.0,656754.0,680104.0,675700.0,681663.0,681101.0,688755.0,673507.0,681049.0,677700.0,681598.0,677374.0,699122.0,684819.0,676285.0,673536.0,675216.0,686392.0,678084.0,664925.0,680435.0,689410.0
"San Sebastian,Samar",269373.0,269658.0,270688.0,767863.0,791213.0,786809.0,792772.0,792210.0,799864.0,784616.0,792158.0,788809.0,792707.0,788483.0,810231.0,795928.0,787394.0,784645.0,786325.0,797501.0,789193.0,776034.0,791544.0,800519.0
"Santa Fe,Leyte",198257.0,198542.0,199572.0,840225.0,863575.0,859171.0,865134.0,864572.0,872226.0,856978.0,864520.0,861171.0,865069.0,860845.0,882593.0,868290.0,859756.0,857007.0,858687.0,869863.0,861555.0,848396.0,863906.0,872881.0
"Santa Margarita,Samar",364168.0,364453.0,365483.0,668026.0,691376.0,686972.0,692935.0,692373.0,700027.0,684779.0,692321.0,688972.0,692870.0,688646.0,710394.0,696091.0,687557.0,684808.0,686488.0,697664.0,689356.0,676197.0,691707.0,700682.0
"Santa Rita,Samar",235880.0,236165.0,237195.0,795968.0,819318.0,814914.0,820877.0,820295.0,827949.0,812721.0,820263.0,816894.0,820792.0,816568.0,838336.0,824033.0,815479.0,812730.0,814430.0,825606.0,817278.0,804139.0,819629.0,828624.0
"Silago,Southern Leyte",234914.0,235199.0,236229.0,924820.0,948150.0,943746.0,949709.0,949147.0,956821.0,941573.0,949095.0,945746.0,949644.0,945420.0,967168.0,952865.0,944331.0,941582.0,943282.0,954458.0,946150.0,932991.0,948481.0,957456.0
"Sogod,Southern Leyte",220801.0,221086.0,222116.0,944731.0,968061.0,963677.0,969640.0,969058.0,976732.0,961484.0,969006.0,965657.0,969575.0,965331.0,987099.0,972796.0,964242.0,961513.0,963173.0,974369.0,966041.0,952902.0,968392.0,977367.0
"Sulat,Eastern Samar",363793.0,364096.0,365108.0,831034.0,854367.0,849963.0,855926.0,855364.0,863018.0,847770.0,855312.0,851963.0,855878.0,851637.0,873385.0,859082.0,850548.0,847816.0,849479.0,860655.0,852347.0,839188.0,854698.0,863673.0
"Tabango,Leyte",168566.0,168851.0,169881.0,918096.0,941446.0,937042.0,943005.0,942443.0,950097.0,934849.0,942391.0,939042.0,942940.0,938716.0,960464.0,946161.0,937627.0,934878.0,936558.0,947734.0,939426.0,926267.0,941777.0,950752.0
"Tabontabon,Leyte",212658.0,212943.0,213973.0,859504.0,882854.0,878450.0,884413.0,883851.0,891505.0,876257.0,883799.0,880450.0,884348.0,880124.0,901872.0,887569.0,879035.0,876286.0,877966.0,889142.0,880834.0,867675.0,883185.0,892160.0
"Tacloban City,Leyte",205939.0,206224.0,207254.0,826165.0,849515.0,845111.0,851074.0,850512.0,858166.0,842918.0,850460.0,847111.0,851009.0,846785.0,868533.0,854230.0,845696.0,842947.0,844627.0,855803.0,847495.0,834336.0,849846.0,858821.0
"Taft,Eastern Samar",345787.0,346072.0,347102.0,813011.0,836361.0,831974.0,837937.0,837358.0,845012.0,829764.0,837306.0,833957.0,837872.0,833631.0,855379.0,841093.0,832559.0,829810.0,831473.0,842649.0,834358.0,821182.0,836692.0,845667.0
"Talalora,Samar",279390.0,279675.0,280705.0,802122.0,825492.0,821068.0,827031.0,826469.0,834143.0,818875.0,826417.0,823068.0,826986.0,822762.0,844510.0,830187.0,821653.0,818904.0,820584.0,831780.0,823452.0,810293.0,825803.0,834778.0
"Tanauan,Leyte",210851.0,211136.0,212166.0,844230.0,867580.0,863176.0,869139.0,868577.0,876231.0,860983.0,868525.0,865176.0,869074.0,864850.0,886598.0,872295.0,863761.0,861012.0,862692.0,873868.0,865560.0,852401.0,867911.0,876886.0
"Tarangnan,Samar",334764.0,335049.0,336079.0,705320.0,728670.0,724266.0,730229.0,729667.0,737321.0,722073.0,729615.0,726266.0,730164.0,725940.0,747688.0,733385.0,724851.0,722102.0,723782.0,734958.0,726650.0,713491.0,729001.0,737976.0
"Tolosa,Leyte",220437.0,220722.0,221752.0,853816.0,877166.0,872762.0,878725.0,878163.0,885817.0,870569.0,878111.0,874762.0,878660.0,874436.0,896184.0,881881.0,873347.0,870598.0,872278.0,883454.0,875146.0,861987.0,877497.0,886472.0
"Tomas Oppus,Southern Leyte",241952.0,242237.0,243267.0,964184.0,987534.0,983130.0,989093.0,988531.0,996185.0,980937.0,988479.0,985130.0,989028.0,984804.0,1006552.0,992249.0,983715.0,980966.0,982646.0,993822.0,985514.0,972355.0,987865.0,996840.0
"Tunga,Leyte",173072.0,173357.0,174387.0,860733.0,884083.0,879679.0,885642.0,885080.0,892734.0,877486.0,885028.0,881679.0,885577.0,881353.0,903101.0,888798.0,880264.0,877515.0,879195.0,890371.0,882063.0,868904.0,884414.0,893389.0
"Victoria,Northern Samar",442972.0,443257.0,444287.0,589151.0,612501.0,608097.0,614060.0,613498.0,621152.0,605904.0,613446.0,610097.0,613995.0,609771.0,631519.0,617216.0,608682.0,605933.0,607613.0,618789.0,610481.0,597322.0,612832.0,621807.0
"Villaba,Leyte",148246.0,148531.0,149561.0,923374.0,946724.0,942320.0,948283.0,947721.0,955375.0,940127.0,947669.0,944320.0,948218.0,943994.0,965742.0,951439.0,942905.0,940156.0,941836.0,953012.0,944704.0,931545.0,947055.0,956030.0
"Villareal,Samar",265179.0,265464.0,266494.0,787931.0,811281.0,806877.0,812840.0,812278.0,819932.0,804684.0,812226.0,808877.0,812775.0,808551.0,830299.0,815996.0,807462.0,804713.0,806393.0,817569.0,809261.0,796102.0,811612.0,820587.0
