"","Cebu Doctors University Hospital,Cebu City,Cebu","Chong Hua Hospital,Cebu City,Cebu","Perpetual Succour Hospital,Cebu City,Cebu","Asian Hospital and Medical Center,Muntinlupa,Metro Manila","Cardinal Santos Medical Center,San Juan,Metro Manila","Centuria Medical Makati - Asian Breast Center,Makati,Metro Manila","Chinese General Hospital and Medical Center,Manila,Metro Manila","Jose R. Reyes Memorial Medical Center,Manila,Metro Manila","Lung Center of the Philippines,Quezon City,Metro Manila","Makati Medical Center,Makati,Metro Manila","Manila Doctors Hospital,Manila,Metro Manila","Manila Med,Manila,Metro Manila","Metropolitan Medical Center,Manila,Metro Manila","Philippine General Hospital,Manila,Metro Manila","Philippine Oncology Center Corporation - Marian,Quezon City,Metro Manila","Quirino Memorial Medical Center,Quezon City,Metro Manila","Rizal Medical Center,Pasig,Metro Manila","San Juan De Dios Hospital,Pasay,Metro Manila","St. Luke's Medical Center - Global City,Taguig,Metro Manila","St. Luke's Medical Center - Quezon City,Quezon City,Metro Manila","The Medical City,Pasig,Metro Manila","University of Perpetual Help Delta,Las Pinas,Metro Manila","University of Santo Tomas,Manila,Metro Manila","Urology Center of the Philippines Inc.,Quezon City,Metro Manila"
"Naval,Biliran",14223.0,14122.0,13960.0,14698.0,14935.0,14515.0,15126.0,14937.0,15424.0,14114.0,14720.0,14391.0,15010.0,14433.0,16510.0,15411.0,14732.0,13789.0,14413.0,15275.0,15069.0,14247.0,15015.0,15454.0
"Oras,Eastern Samar",20935.0,20834.0,20672.0,21410.0,21647.0,21227.0,21838.0,21649.0,22136.0,20826.0,21432.0,21103.0,21722.0,21145.0,23222.0,22123.0,21444.0,20501.0,21125.0,21987.0,21781.0,20959.0,21727.0,22166.0
"Ormoc City,Leyte",13053.0,12952.0,12790.0,13528.0,13765.0,13345.0,13956.0,13767.0,14254.0,12944.0,13550.0,13221.0,13840.0,13263.0,15340.0,14241.0,13562.0,12619.0,13243.0,14105.0,13899.0,13077.0,13845.0,14284.0
"Padre Burgos,Southern Leyte",16693.0,16592.0,16430.0,17168.0,17405.0,16985.0,17596.0,17407.0,17894.0,16584.0,17190.0,16861.0,17480.0,16903.0,18980.0,17881.0,17202.0,16259.0,16883.0,17745.0,17539.0,16717.0,17485.0,17924.0
"Pagsanghan,Samar",20485.0,20384.0,20221.0,20959.0,21197.0,20776.0,21387.0,21199.0,21685.0,20376.0,20981.0,20653.0,21272.0,20695.0,22771.0,21673.0,20994.0,20051.0,20674.0,21536.0,21331.0,20508.0,21277.0,21715.0
"Palapag,Northern Samar",29506.0,29405.0,29243.0,29981.0,30218.0,29798.0,30409.0,30220.0,30707.0,29397.0,30003.0,29674.0,30293.0,29716.0,31793.0,30694.0,30015.0,29072.0,29696.0,30558.0,30352.0,29530.0,30298.0,30737.0
"Palo,Leyte",6050.0,5949.0,5787.0,6525.0,6762.0,6342.0,6953.0,6764.0,7251.0,5941.0,6547.0,6218.0,6837.0,6260.0,8337.0,7238.0,6559.0,5616.0,6240.0,7102.0,6896.0,6074.0,6842.0,7281.0
"Palompon,Leyte",15385.0,15284.0,15122.0,15860.0,16097.0,15677.0,16288.0,16099.0,16586.0,15276.0,15882.0,15553.0,16172.0,15595.0,17672.0,16573.0,15894.0,14951.0,15575.0,16437.0,16231.0,15409.0,16177.0,16616.0
"Pambujan,Northern Samar",31302.0,31201.0,31039.0,31777.0,32014.0,31594.0,32205.0,32016.0,32503.0,31193.0,31799.0,31470.0,32089.0,31512.0,33589.0,32490.0,31811.0,30868.0,31492.0,32354.0,32148.0,31326.0,32094.0,32533.0
"Paranas,Samar",15158.0,15057.0,14895.0,15633.0,15870.0,15450.0,16061.0,15872.0,16359.0,15049.0,15655.0,15326.0,15945.0,15368.0,17445.0,16346.0,15667.0,14724.0,15348.0,16210.0,16004.0,15182.0,15950.0,16389.0
"Pastrana,Leyte",7526.0,7425.0,7263.0,8001.0,8238.0,7818.0,8429.0,8240.0,8727.0,7417.0,8023.0,7694.0,8313.0,7736.0,9813.0,8714.0,8035.0,7092.0,7716.0,8578.0,8372.0,7550.0,8318.0,8757.0
"Pinabacdao,Samar",10687.0,10586.0,10424.0,11162.0,11399.0,10979.0,11590.0,11401.0,11888.0,10578.0,11184.0,10855.0,11474.0,10897.0,12974.0,11875.0,11196.0,10253.0,10877.0,11739.0,11533.0,10711.0,11479.0,11918.0
"Pintuyan,Southern Leyte",17126.0,17025.0,16863.0,17601.0,17838.0,17418.0,18029.0,17840.0,18327.0,17017.0,17623.0,17294.0,17913.0,17336.0,19413.0,18314.0,17635.0,16692.0,17316.0,18178.0,17972.0,17150.0,17918.0,18357.0
"Quinapondan,Eastern Samar",14858.0,14757.0,14595.0,15333.0,15570.0,15150.0,15761.0,15572.0,16059.0,14749.0,15355.0,15026.0,15645.0,15068.0,17145.0,16046.0,15367.0,14424.0,15048.0,15910.0,15704.0,14882.0,15650.0,16089.0
"Rosario,Northern Samar",29073.0,28972.0,28810.0,29548.0,29785.0,29365.0,29976.0,29787.0,30274.0,28964.0,29570.0,29241.0,29860.0,29283.0,31360.0,30261.0,29582.0,28639.0,29263.0,30125.0,29919.0,29097.0,29865.0,30304.0
"Saint Bernard,Southern Leyte",15744.0,15643.0,15481.0,16219.0,16456.0,16036.0,16647.0,16458.0,16945.0,15635.0,16241.0,15912.0,16531.0,15954.0,18031.0,16932.0,16253.0,15310.0,15934.0,16796.0,16590.0,15768.0,16536.0,16975.0
"Salcedo,Eastern Samar",15431.0,15330.0,15168.0,15906.0,16143.0,15723.0,16334.0,16145.0,16632.0,15322.0,15928.0,15599.0,16218.0,15641.0,17718.0,16619.0,15940.0,14997.0,15621.0,16483.0,16277.0,15455.0,16223.0,16662.0
"San Francisco,Southern Leyte",16415.0,16314.0,16152.0,16890.0,17127.0,16707.0,17318.0,17129.0,17616.0,16306.0,16912.0,16583.0,17202.0,16625.0,18702.0,17603.0,16924.0,15981.0,16605.0,17467.0,17261.0,16439.0,17207.0,17646.0
"San Isidro,Leyte",13975.0,13874.0,13712.0,14450.0,14687.0,14267.0,14878.0,14689.0,15176.0,13866.0,14472.0,14143.0,14762.0,14185.0,16262.0,15163.0,14484.0,13541.0,14165.0,15027.0,14821.0,13999.0,14767.0,15206.0
"San Isidro,Northern Samar",26757.0,26654.0,26492.0,27230.0,27467.0,27047.0,27658.0,27469.0,27956.0,26646.0,27252.0,26925.0,27542.0,26965.0,29042.0,27945.0,27264.0,26323.0,26945.0,27807.0,27601.0,26779.0,27547.0,27986.0
"San Jorge,Samar",19639.0,19538.0,19376.0,20114.0,20351.0,19931.0,20542.0,20353.0,20840.0,19530.0,20136.0,19807.0,20426.0,19849.0,21926.0,20827.0,20148.0,19205.0,19829.0,20691.0,20485.0,19663.0,20431.0,20870.0
"San Jose de Buan,Samar",17517.0,17412.0,17250.0,17988.0,18225.0,17809.0,18416.0,18227.0,18714.0,17408.0,18010.0,17681.0,18300.0,17723.0,19804.0,18701.0,18022.0,17079.0,17703.0,18565.0,18359.0,17537.0,18309.0,18748.0
"San Jose,Northern Samar",29405.0,29304.0,29142.0,29880.0,30117.0,29697.0,30308.0,30119.0,30606.0,29296.0,29902.0,29573.0,30192.0,29615.0,31692.0,30593.0,29914.0,28971.0,29595.0,30457.0,30251.0,29429.0,30197.0,30636.0
"San Juan,Southern Leyte",16428.0,16327.0,16165.0,16903.0,17140.0,16720.0,17331.0,17142.0,17629.0,16319.0,16925.0,16596.0,17215.0,16638.0,18715.0,17616.0,16937.0,15994.0,16618.0,17480.0,17274.0,16452.0,17220.0,17659.0
"San Julian,Eastern Samar",19501.0,19400.0,19238.0,19976.0,20213.0,19793.0,20404.0,20215.0,20702.0,19392.0,19998.0,19669.0,20288.0,19711.0,21788.0,20689.0,20010.0,19067.0,19691.0,20553.0,20347.0,19525.0,20293.0,20732.0
"San Miguel,Leyte",9041.0,8940.0,8778.0,9516.0,9753.0,9333.0,9944.0,9755.0,10242.0,8932.0,9538.0,9209.0,9828.0,9251.0,11328.0,10229.0,9550.0,8607.0,9231.0,10093.0,9887.0,9065.0,9833.0,10272.0
"San Policarpio,Eastern Samar",22250.0,22149.0,21987.0,22725.0,22962.0,22542.0,23153.0,22964.0,23451.0,22141.0,22747.0,22418.0,23037.0,22460.0,24537.0,23438.0,22759.0,21816.0,22440.0,23302.0,23096.0,22274.0,23042.0,23481.0
"San Ricardo,Southern Leyte",19143.0,19042.0,18880.0,19618.0,19855.0,19435.0,20046.0,19857.0,20344.0,19034.0,19640.0,19311.0,19930.0,19353.0,21430.0,20331.0,19652.0,18709.0,19333.0,20195.0,19989.0,19167.0,19935.0,20374.0
"San Roque,Northen Samar",30628.0,30527.0,30365.0,31103.0,31340.0,30920.0,31531.0,31342.0,31829.0,30519.0,31125.0,30796.0,31415.0,30838.0,32915.0,31816.0,31137.0,30194.0,30818.0,31680.0,31474.0,30652.0,31420.0,31859.0
"San Sebastian,Samar",12355.0,12254.0,12092.0,12830.0,13067.0,12647.0,13258.0,13069.0,13556.0,12246.0,12852.0,12523.0,13142.0,12565.0,14642.0,13543.0,12864.0,11921.0,12545.0,13407.0,13201.0,12379.0,13147.0,13586.0
"Santa Fe,Leyte",6680.0,6579.0,6417.0,7155.0,7392.0,6972.0,7583.0,7394.0,7881.0,6571.0,7177.0,6848.0,7467.0,6890.0,8967.0,7868.0,7189.0,6246.0,6870.0,7732.0,7526.0,6704.0,7472.0,7911.0
"Santa Margarita,Samar",20486.0,20385.0,20223.0,20961.0,21198.0,20778.0,21389.0,21200.0,21687.0,20377.0,20983.0,20654.0,21273.0,20696.0,22773.0,21674.0,20995.0,20052.0,20676.0,21538.0,21332.0,20510.0,21278.0,21717.0
"Santa Rita,Samar",8819.0,8718.0,8556.0,9294.0,9531.0,9111.0,9722.0,9533.0,10020.0,8710.0,9316.0,8987.0,9606.0,9029.0,11106.0,10007.0,9328.0,8385.0,9009.0,9871.0,9665.0,8843.0,9611.0,10050.0
"Silago,Southern Leyte",12100.0,11999.0,11837.0,12575.0,12812.0,12392.0,13003.0,12814.0,13301.0,11991.0,12597.0,12268.0,12887.0,12310.0,14387.0,13288.0,12609.0,11666.0,12290.0,13152.0,12946.0,12124.0,12892.0,13331.0
"Sogod,Southern Leyte",13429.0,13328.0,13166.0,13904.0,14141.0,13721.0,14332.0,14143.0,14630.0,13320.0,13926.0,13597.0,14216.0,13639.0,15716.0,14617.0,13938.0,12995.0,13619.0,14481.0,14275.0,13453.0,14221.0,14660.0
"Sulat,Eastern Samar",19354.0,19253.0,19091.0,19829.0,20066.0,19646.0,20257.0,20068.0,20555.0,19245.0,19851.0,19522.0,20141.0,19564.0,21641.0,20542.0,19863.0,18920.0,19544.0,20406.0,20200.0,19378.0,20146.0,20585.0
"Tabango,Leyte",12768.0,12667.0,12505.0,13243.0,13480.0,13060.0,13671.0,13482.0,13969.0,12659.0,13265.0,12936.0,13555.0,12978.0,15055.0,13956.0,13277.0,12334.0,12958.0,13820.0,13614.0,12792.0,13560.0,13999.0
"Tabontabon,Leyte",7706.0,7605.0,7443.0,8181.0,8418.0,7998.0,8609.0,8420.0,8907.0,7597.0,8203.0,7874.0,8493.0,7916.0,9993.0,8894.0,8215.0,7272.0,7896.0,8758.0,8552.0,7730.0,8498.0,8937.0
"Tacloban City,Leyte",6571.0,6470.0,6308.0,7046.0,7283.0,6863.0,7474.0,7285.0,7772.0,6462.0,7068.0,6739.0,7358.0,6781.0,8858.0,7759.0,7080.0,6137.0,6761.0,7623.0,7417.0,6595.0,7363.0,7802.0
"Taft,Eastern Samar",17842.0,17741.0,17579.0,18317.0,18554.0,18134.0,18745.0,18556.0,19043.0,17733.0,18339.0,18010.0,18629.0,18052.0,20129.0,19030.0,18351.0,17408.0,18032.0,18894.0,18688.0,17866.0,18634.0,19073.0
"Talalora,Samar",14106.0,14005.0,13843.0,14581.0,14818.0,14398.0,15009.0,14820.0,15307.0,13997.0,14603.0,14274.0,14893.0,14316.0,16393.0,15294.0,14615.0,13672.0,14296.0,15158.0,14952.0,14130.0,14898.0,15337.0
"Tanauan,Leyte",6450.0,6349.0,6187.0,6925.0,7162.0,6742.0,7353.0,7164.0,7651.0,6341.0,6947.0,6618.0,7237.0,6660.0,8737.0,7638.0,6959.0,6016.0,6640.0,7502.0,7296.0,6474.0,7242.0,7681.0
"Tarangnan,Samar",18223.0,18122.0,17960.0,18698.0,18935.0,18515.0,19126.0,18937.0,19424.0,18114.0,18720.0,18391.0,19010.0,18433.0,20510.0,19411.0,18732.0,17789.0,18413.0,19275.0,19069.0,18247.0,19015.0,19454.0
"Tolosa,Leyte",7151.0,7050.0,6888.0,7626.0,7863.0,7443.0,8054.0,7865.0,8352.0,7042.0,7648.0,7319.0,7938.0,7361.0,9438.0,8339.0,7660.0,6717.0,7341.0,8203.0,7997.0,7175.0,7943.0,8382.0
"Tomas Oppus,Southern Leyte",15354.0,15253.0,15091.0,15829.0,16066.0,15646.0,16257.0,16068.0,16555.0,15245.0,15851.0,15522.0,16141.0,15564.0,17641.0,16542.0,15863.0,14920.0,15544.0,16406.0,16200.0,15378.0,16146.0,16585.0
"Tunga,Leyte",8475.0,8374.0,8212.0,8950.0,9187.0,8767.0,9378.0,9189.0,9676.0,8366.0,8972.0,8643.0,9262.0,8685.0,10762.0,9663.0,8984.0,8041.0,8665.0,9527.0,9321.0,8499.0,9267.0,9706.0
"Victoria,Northern Samar",26563.0,26462.0,26302.0,27040.0,27275.0,26855.0,27466.0,27279.0,27766.0,26456.0,27062.0,26733.0,27352.0,26775.0,28850.0,27753.0,27074.0,26129.0,26755.0,27615.0,27411.0,26587.0,27355.0,27794.0
"Villaba,Leyte",12964.0,12863.0,12701.0,13439.0,13676.0,13256.0,13867.0,13678.0,14165.0,12855.0,13461.0,13132.0,13751.0,13174.0,15251.0,14152.0,13473.0,12530.0,13154.0,14016.0,13810.0,12988.0,13756.0,14195.0
"Villareal,Samar",12069.0,11968.0,11806.0,12544.0,12781.0,12361.0,12972.0,12783.0,13270.0,11960.0,12566.0,12237.0,12856.0,12279.0,14356.0,13257.0,12578.0,11635.0,12259.0,13121.0,12915.0,12093.0,12861.0,13300.0
