"","Cebu Doctors University Hospital,Cebu City,Cebu","Chong Hua Hospital,Cebu City,Cebu","Perpetual Succour Hospital,Cebu City,Cebu","Asian Hospital and Medical Center,Muntinlupa,Metro Manila","Cardinal Santos Medical Center,San Juan,Metro Manila","Centuria Medical Makati - Asian Breast Center,Makati,Metro Manila","Chinese General Hospital and Medical Center,Manila,Metro Manila","Jose R. Reyes Memorial Medical Center,Manila,Metro Manila","Lung Center of the Philippines,Quezon City,Metro Manila","Makati Medical Center,Makati,Metro Manila","Manila Doctors Hospital,Manila,Metro Manila","Manila Med,Manila,Metro Manila","Metropolitan Medical Center,Manila,Metro Manila","Philippine General Hospital,Manila,Metro Manila","Philippine Oncology Center Corporation - Marian,Quezon City,Metro Manila","Quirino Memorial Medical Center,Quezon City,Metro Manila","Rizal Medical Center,Pasig,Metro Manila","San Juan De Dios Hospital,Pasay,Metro Manila","St. Luke's Medical Center - Global City,Taguig,Metro Manila","St. Luke's Medical Center - Quezon City,Quezon City,Metro Manila","The Medical City,Pasig,Metro Manila","University of Perpetual Help Delta,Las Pinas,Metro Manila","University of Santo Tomas,Manila,Metro Manila","Urology Center of the Philippines Inc.,Quezon City,Metro Manila"
"Pagsanghan,Samar",326159.0,325698.0,325034.0,745295.0,742441.0,738016.0,739771.0,738171.0,751071.0,735844.0,737037.0,734630.0,738304.0,734105.0,761438.0,745517.0,740611.0,730482.0,737532.0,748708.0,742410.0,737482.0,738957.0,751726.0
"Palapag,Northern Samar",467968.0,467507.0,466864.0,887125.0,884250.0,879846.0,881601.0,879980.0,892901.0,877653.0,878867.0,876439.0,880113.0,875914.0,903268.0,887326.0,882420.0,872291.0,879362.0,890538.0,884219.0,879312.0,880766.0,893556.0
"Palo,Leyte",178426.0,177965.0,177322.0,597583.0,594708.0,590304.0,592059.0,590438.0,603359.0,588111.0,589325.0,586897.0,590571.0,586372.0,613726.0,597784.0,592878.0,582749.0,589820.0,600996.0,594677.0,589770.0,591224.0,604014.0
"Palompon,Leyte",292656.0,292195.0,291552.0,711813.0,708938.0,704534.0,706289.0,704668.0,717589.0,702341.0,703555.0,701127.0,704801.0,700602.0,727956.0,712014.0,707108.0,696979.0,704050.0,715226.0,708907.0,704000.0,705454.0,718244.0
"Pambujan,Northern Samar",468875.0,468414.0,467771.0,888032.0,885157.0,880753.0,882508.0,880887.0,893808.0,878560.0,879774.0,877346.0,881020.0,876821.0,904175.0,888233.0,883327.0,873198.0,880269.0,891445.0,885126.0,880219.0,881673.0,894463.0
"Paranas,Samar",275977.0,275516.0,274873.0,695134.0,692259.0,687855.0,689610.0,687989.0,700910.0,685662.0,686876.0,684448.0,688122.0,683923.0,711277.0,695335.0,690429.0,680300.0,687371.0,698547.0,692228.0,687321.0,688775.0,701565.0
"Pastrana,Leyte",196811.0,196350.0,195707.0,615968.0,613093.0,608689.0,610444.0,608823.0,621744.0,606496.0,607710.0,605282.0,608956.0,604757.0,632111.0,616169.0,611263.0,601134.0,608205.0,619381.0,613062.0,608155.0,609609.0,622399.0
"Pinabacdao,Samar",225487.0,225026.0,224383.0,644644.0,641769.0,637365.0,639120.0,637499.0,650420.0,635172.0,636386.0,633958.0,637632.0,633433.0,660787.0,644845.0,639939.0,629810.0,636881.0,648057.0,641738.0,636831.0,638285.0,651075.0
"Pintuyan,Southern Leyte",342218.0,341757.0,341114.0,761375.0,758500.0,754096.0,755851.0,754230.0,767151.0,751903.0,753117.0,750689.0,754363.0,750164.0,777518.0,761576.0,756670.0,746541.0,753612.0,764788.0,758469.0,753562.0,755016.0,767806.0
"Quinapondan,Eastern Samar",296796.0,296335.0,295692.0,715953.0,713078.0,708674.0,710429.0,708808.0,721729.0,706481.0,707695.0,705267.0,708941.0,704742.0,732096.0,716154.0,711248.0,701119.0,708190.0,719366.0,713047.0,708140.0,709594.0,722384.0
"Rosario,Northern Samar",445145.0,444684.0,444041.0,864302.0,861427.0,857023.0,858778.0,857157.0,870078.0,854830.0,856044.0,853616.0,857290.0,853091.0,880445.0,864503.0,859597.0,849468.0,856539.0,867715.0,861396.0,856489.0,857943.0,870733.0
"Saint Bernard,Southern Leyte",314780.0,314319.0,313676.0,733937.0,731062.0,726658.0,728413.0,726792.0,739713.0,724465.0,725679.0,723251.0,726925.0,722726.0,750080.0,734138.0,729232.0,719103.0,726174.0,737350.0,731031.0,726124.0,727578.0,740368.0
"Salcedo,Eastern Samar",305982.0,305521.0,304878.0,725139.0,722264.0,717860.0,719615.0,717994.0,730915.0,715667.0,716881.0,714453.0,718127.0,713928.0,741282.0,725340.0,720434.0,710305.0,717376.0,728552.0,722233.0,717326.0,718780.0,731570.0
"San Francisco,Southern Leyte",329084.0,328623.0,327980.0,748241.0,745366.0,740962.0,742717.0,741096.0,754017.0,738769.0,739983.0,737555.0,741229.0,737030.0,764384.0,748442.0,743536.0,733407.0,740478.0,751654.0,745335.0,740428.0,741882.0,754672.0
"San Isidro,Leyte",281550.0,281089.0,280446.0,700707.0,697832.0,693428.0,695183.0,693562.0,706483.0,691235.0,692449.0,690021.0,693695.0,689496.0,716850.0,700908.0,696002.0,685873.0,692944.0,704120.0,697801.0,692894.0,694348.0,707138.0
"San Isidro,Northern Samar",414485.0,414004.0,413361.0,833622.0,830747.0,826343.0,828098.0,826477.0,839398.0,824150.0,825364.0,822956.0,826610.0,822411.0,849765.0,833843.0,828917.0,818808.0,825859.0,837035.0,830716.0,825809.0,827263.0,840053.0
"San Jorge,Samar",323619.0,323158.0,322515.0,742776.0,739901.0,735497.0,737252.0,735631.0,748552.0,733304.0,734518.0,732090.0,735764.0,731565.0,758919.0,742977.0,738071.0,727942.0,735013.0,746189.0,739870.0,734963.0,736417.0,749207.0
"San Jose de Buan,Samar",299979.0,299500.0,298857.0,719118.0,716243.0,711857.0,713594.0,711973.0,724894.0,709664.0,710860.0,708432.0,712106.0,707907.0,735279.0,719319.0,714413.0,704284.0,711355.0,722531.0,716212.0,711305.0,712777.0,725567.0
"San Jose,Northern Samar",444108.0,443647.0,443004.0,863265.0,860390.0,855986.0,857741.0,856120.0,869041.0,853793.0,855007.0,852579.0,856253.0,852054.0,879408.0,863466.0,858560.0,848431.0,855502.0,866678.0,860359.0,855452.0,856906.0,869696.0
"San Juan,Southern Leyte",319761.0,319300.0,318657.0,738918.0,736043.0,731639.0,733394.0,731773.0,744694.0,729446.0,730660.0,728232.0,731906.0,727707.0,755061.0,739119.0,734213.0,724084.0,731155.0,742331.0,736012.0,731105.0,732559.0,745349.0
"San Julian,Eastern Samar",341532.0,341071.0,340428.0,760689.0,757814.0,753410.0,755165.0,753544.0,766465.0,751217.0,752431.0,750003.0,753677.0,749478.0,776832.0,760890.0,755984.0,745855.0,752926.0,764102.0,757783.0,752876.0,754330.0,767120.0
"San Miguel,Leyte",213823.0,213362.0,212719.0,632980.0,630105.0,625701.0,627456.0,625835.0,638756.0,623508.0,624722.0,622294.0,625968.0,621769.0,649123.0,633181.0,628275.0,618146.0,625217.0,636393.0,630074.0,625167.0,626621.0,639411.0
"San Policarpio,Eastern Samar",373460.0,372999.0,372356.0,792617.0,789742.0,785338.0,787093.0,785472.0,798393.0,783145.0,784359.0,781931.0,785605.0,781406.0,808760.0,792818.0,787912.0,777783.0,784854.0,796030.0,789711.0,784804.0,786258.0,799048.0
"San Ricardo,Southern Leyte",365955.0,365494.0,364851.0,785112.0,782237.0,777833.0,779588.0,777967.0,790888.0,775640.0,776854.0,774426.0,778100.0,773901.0,801255.0,785313.0,780407.0,770278.0,777349.0,788525.0,782206.0,777299.0,778753.0,791543.0
"San Roque,Northen Samar",459221.0,458760.0,458117.0,878378.0,875503.0,871099.0,872854.0,871233.0,884154.0,868906.0,870120.0,867692.0,871366.0,867167.0,894521.0,878579.0,873673.0,863544.0,870615.0,881791.0,875472.0,870565.0,872019.0,884809.0
"San Sebastian,Samar",242542.0,242081.0,241438.0,661699.0,658824.0,654420.0,656175.0,654554.0,667475.0,652227.0,653441.0,651013.0,654687.0,650488.0,677842.0,661900.0,656994.0,646865.0,653936.0,665112.0,658793.0,653886.0,655340.0,668130.0
"Santa Fe,Leyte",185294.0,184833.0,184190.0,604451.0,601576.0,597172.0,598927.0,597306.0,610227.0,594979.0,596193.0,593765.0,597439.0,593240.0,620594.0,604652.0,599746.0,589617.0,596688.0,607864.0,601545.0,596638.0,598092.0,610882.0
"Santa Margarita,Samar",337336.0,336875.0,336232.0,756493.0,753618.0,749214.0,750969.0,749348.0,762269.0,747021.0,748235.0,745807.0,749481.0,745282.0,772636.0,756694.0,751788.0,741659.0,748730.0,759906.0,753587.0,748680.0,750134.0,762924.0
"Santa Rita,Samar",209049.0,208588.0,207945.0,628206.0,625331.0,620927.0,622682.0,621061.0,633982.0,618734.0,619948.0,617520.0,621194.0,616995.0,644349.0,628407.0,623501.0,613372.0,620443.0,631619.0,625300.0,620393.0,621847.0,634637.0
"Silago,Southern Leyte",264166.0,263705.0,263062.0,683323.0,680448.0,676044.0,677799.0,676178.0,689099.0,673851.0,675065.0,672637.0,676311.0,672112.0,699466.0,683524.0,678618.0,668489.0,675560.0,686736.0,680417.0,675510.0,676964.0,689754.0
"Sogod,Southern Leyte",284077.0,283616.0,282973.0,703234.0,700359.0,695955.0,697710.0,696089.0,709010.0,693762.0,694976.0,692548.0,696222.0,692023.0,719377.0,703435.0,698529.0,688400.0,695471.0,706647.0,700328.0,695421.0,696875.0,709665.0
"Sulat,Eastern Samar",336962.0,336501.0,335858.0,756119.0,753244.0,748840.0,750595.0,748974.0,761895.0,746647.0,747861.0,745433.0,749107.0,744908.0,772262.0,756320.0,751414.0,741285.0,748356.0,759532.0,753213.0,748306.0,749760.0,762550.0
"Tabango,Leyte",268995.0,268534.0,267891.0,688152.0,685277.0,680873.0,682628.0,681007.0,693928.0,678680.0,679894.0,677466.0,681140.0,676941.0,704295.0,688353.0,683447.0,673318.0,680389.0,691565.0,685246.0,680339.0,681793.0,694583.0
"Tabontabon,Leyte",199110.0,198649.0,198006.0,618267.0,615392.0,610988.0,612743.0,611122.0,624043.0,608795.0,610009.0,607581.0,611255.0,607056.0,634410.0,618468.0,613562.0,603433.0,610504.0,621680.0,615361.0,610454.0,611908.0,624698.0
"Tacloban City,Leyte",181286.0,180825.0,180182.0,600443.0,597568.0,593164.0,594919.0,593298.0,606219.0,590971.0,592185.0,589757.0,593431.0,589232.0,616586.0,600644.0,595738.0,585609.0,592680.0,603856.0,597537.0,592630.0,594084.0,606874.0
"Taft,Eastern Samar",318956.0,318495.0,317852.0,738113.0,735238.0,730834.0,732589.0,730968.0,743889.0,728641.0,729855.0,727427.0,731101.0,726902.0,754256.0,738314.0,733408.0,723279.0,730350.0,741526.0,735207.0,730300.0,731754.0,744544.0
"Talalora,Samar",252559.0,252098.0,251455.0,671716.0,668841.0,664437.0,666192.0,664571.0,677492.0,662244.0,663458.0,661030.0,664704.0,660505.0,687859.0,671917.0,667011.0,656882.0,663953.0,675129.0,668810.0,663903.0,665357.0,678147.0
"Tanauan,Leyte",183576.0,183115.0,182472.0,602733.0,599858.0,595454.0,597209.0,595588.0,608509.0,593261.0,594475.0,592047.0,595721.0,591522.0,618876.0,602934.0,598028.0,587899.0,594970.0,606146.0,599827.0,594920.0,596374.0,609164.0
"Tarangnan,Samar",307932.0,307471.0,306828.0,727089.0,724214.0,719810.0,721565.0,719944.0,732865.0,717617.0,718831.0,716403.0,720077.0,715878.0,743232.0,727290.0,722384.0,712255.0,719326.0,730502.0,724183.0,719276.0,720730.0,733520.0
"Tolosa,Leyte",193162.0,192701.0,192058.0,612319.0,609444.0,605040.0,606795.0,605174.0,618095.0,602847.0,604061.0,601633.0,605307.0,601108.0,628462.0,612520.0,607614.0,597485.0,604556.0,615732.0,609413.0,604506.0,605960.0,618750.0
"Tomas Oppus,Southern Leyte",303530.0,303069.0,302426.0,722687.0,719812.0,715408.0,717163.0,715542.0,728463.0,713215.0,714429.0,712001.0,715675.0,711476.0,738830.0,722888.0,717982.0,707853.0,714924.0,726100.0,719781.0,714874.0,716328.0,729118.0
"Tunga,Leyte",211632.0,211171.0,210528.0,630789.0,627914.0,623510.0,625265.0,623644.0,636565.0,621317.0,622531.0,620103.0,623777.0,619578.0,646932.0,630990.0,626084.0,615955.0,623026.0,634202.0,627883.0,622976.0,624430.0,637220.0
"Victoria,Northern Samar",416140.0,415679.0,415056.0,835317.0,832422.0,828018.0,829773.0,828172.0,841093.0,825845.0,827059.0,824631.0,828305.0,824106.0,851440.0,835518.0,830612.0,820463.0,827554.0,838710.0,832411.0,827484.0,828938.0,841728.0
"Villaba,Leyte",274272.0,273811.0,273168.0,693429.0,690554.0,686150.0,687905.0,686284.0,699205.0,683957.0,685171.0,682743.0,686417.0,682218.0,709572.0,693630.0,688724.0,678595.0,685666.0,696842.0,690523.0,685616.0,687070.0,699860.0
"Villareal,Samar",238348.0,237887.0,237244.0,657505.0,654630.0,650226.0,651981.0,650360.0,663281.0,648033.0,649247.0,646819.0,650493.0,646294.0,673648.0,657706.0,652800.0,642671.0,649742.0,660918.0,654599.0,649692.0,651146.0,663936.0
